"","gene_id","gene_name"
"176436","MSTRG.22406","PPIG"
"176481","MSTRG.22409","KLHL23"
"176491","MSTRG.22417","."
"176492","MSTRG.22417","SSB"
"176506","MSTRG.22418","METTL5"
"176516","MSTRG.22419","UBR3"
"176631","MSTRG.22426","LINC01124"
"176632","MSTRG.22427","SP5"
"176654","MSTRG.22428","."
"176655","MSTRG.22428","EIF2S2P4"
"176707","MSTRG.22435","GORASP2"
"176715","MSTRG.22436","."
"176717","MSTRG.22436","TLK1"
"176773","MSTRG.22440","RPS15P4"
"176775","MSTRG.22441","."
"176777","MSTRG.22441","CYBRD1"
"176783","MSTRG.22442","DYNC1I2"
"176785","MSTRG.22442","."
"176812","MSTRG.22443","SLC25A12"
"176824","MSTRG.22445","HAT1"
"176862","MSTRG.22453","."
"176866","MSTRG.22455","ITGA6"
"176889","MSTRG.22459","PDK1"
"176926","MSTRG.22466","MAP3K20"
"176932","MSTRG.22466","."
"176958","MSTRG.22470","."
"176960","MSTRG.22470","CDCA7"
"176991","MSTRG.22474","SP3"
"177007","MSTRG.22476","OLA1"
"177025","MSTRG.22482","."
"177028","MSTRG.22482","CIR1"
"177079","MSTRG.22487","RNU6-5P"
"177080","MSTRG.22488","."
"177081","MSTRG.22488","WIPF1"
"177110","MSTRG.22490","."
"177111","MSTRG.22490","H3P6"
"177122","MSTRG.22492","CHN1"
"177169","MSTRG.22493","ATF2"
"177192","MSTRG.22496","ATP5MC3"
"177209","MSTRG.22500","."
"177210","MSTRG.22500","LNPK"
"177224","MSTRG.22501","HOXD13"
"177225","MSTRG.22502","."
"177235","MSTRG.22503","."
"177267","MSTRG.22507","HAGLR"
"177284","MSTRG.22510","HOXD1"
"177287","MSTRG.22512","."
"177290","MSTRG.22513","MTX2"
"177354","MSTRG.22528","HNRNPA3"
"177364","MSTRG.22528","."
"177375","MSTRG.22529","NFE2L2"
"177388","MSTRG.22529","."
"177505","MSTRG.22538","AGPS"
"177606","MSTRG.22552","PRKRA"
"177831","MSTRG.22571","CWC22"
"177845","MSTRG.22576","UBE2E3"
"177848","MSTRG.22576","."
"177877","MSTRG.22582","ITGA4"
"177904","MSTRG.22583","NEUROD1"
"177912","MSTRG.22585","."
"177913","MSTRG.22585","ITPRID2"
"177959","MSTRG.22592","."
"177986","MSTRG.22593","FRZB"
"177990","MSTRG.22593","NCKAP1"
"177991","MSTRG.22593","."
"178019","MSTRG.22599","NUP35"
"178116","MSTRG.22617","ZC3H15"
"178127","MSTRG.22619","ITGAV"
"178139","MSTRG.22619","."
"178158","MSTRG.22626","CALCRL"
"178170","MSTRG.22628","."
"178171","MSTRG.22628","TFPI"
"178187","MSTRG.22623","."
"178226","MSTRG.22636","COL3A1"
"178235","MSTRG.22639","."
"178236","MSTRG.22639","COL5A2"
"178245","MSTRG.22644","WDR75"
"178254","MSTRG.22646","SLC40A1"
"178262","MSTRG.22647","."
"178268","MSTRG.22647","ASNSD1"
"178302","MSTRG.22652","ORMDL1"
"178307","MSTRG.22652","."
"178320","MSTRG.22653","PMS1"
"178342","MSTRG.22656","."
"178345","MSTRG.22656","HNRNPCP2"
"178359","MSTRG.22654","C2orf88"
"178362","MSTRG.22659","HIBCH"
"178376","MSTRG.22660","."
"178377","MSTRG.22660","INPP1"
"178398","MSTRG.22661","MFSD6"
"178436","MSTRG.22668","NAB1"
"178465","MSTRG.22670","."
"178470","MSTRG.22670","GLS"
"178490","MSTRG.22672","STAT1"
"178532","MSTRG.22676","STAT4"
"178551","MSTRG.22682","."
"178554","MSTRG.22682","MYO1B"
"178601","MSTRG.22686","CAVIN2"
"178667","MSTRG.22692","."
"178679","MSTRG.22695","."
"178685","MSTRG.22695","SLC39A10"
"178704","MSTRG.22701","STK17B"
"178760","MSTRG.22708","GTF3C3"
"178775","MSTRG.22709","PGAP1"
"178814","MSTRG.22716","SF3B1"
"178820","MSTRG.22716","."
"178832","MSTRG.22718","COQ10B"
"178835","MSTRG.22719","HSPD1"
"178859","MSTRG.22720","HSPE1"
"178870","MSTRG.22720","MOB4"
"178884","MSTRG.22726","MARS2"
"178934","MSTRG.22737","."
"178936","MSTRG.22737","SATB2"
"178961","MSTRG.22739","SATB2-AS1"
"178966","MSTRG.22739","."
"179068","MSTRG.22746","."
"179070","MSTRG.22746","MAIP1"
"179079","MSTRG.22748","SPATS2L"
"179102","MSTRG.22748","."
"179122","MSTRG.22752","."
"179124","MSTRG.22752","SGO2"
"179129","MSTRG.22753","AOX1"
"179132","MSTRG.22753","."
"179161","MSTRG.22757","BZW1"
"179175","MSTRG.22758","CLK1"
"179190","MSTRG.22760","PPIL3"
"179192","MSTRG.22760","."
"179210","MSTRG.22761","."
"179224","MSTRG.22762","ORC2"
"179252","MSTRG.22765","."
"179256","MSTRG.22767","NDUFB3"
"179271","MSTRG.22772","."
"179353","MSTRG.22778","CASP10"
"179404","MSTRG.22785","TRAK2"
"179414","MSTRG.22786","STRADB"
"179444","MSTRG.22789","."
"179561","MSTRG.22795","FZD7"
"179574","MSTRG.22802","SUMO1"
"179585","MSTRG.22804","."
"179587","MSTRG.22804","NOP58"
"179607","MSTRG.22810","BMPR2"
"179621","MSTRG.22813","FAM117B"
"179648","MSTRG.22816","WDR12"
"179650","MSTRG.22816","."
"179689","MSTRG.22820","."
"179694","MSTRG.22820","NBEAL1"
"179722","MSTRG.22820","RPL12P16"
"179821","MSTRG.22835","PARD3B"
"179840","MSTRG.22838","."
"179843","MSTRG.22838","NRP2"
"179893","MSTRG.22847","."
"179894","MSTRG.22847","NDUFS1"
"179907","MSTRG.22849","EEF1B2"
"179968","MSTRG.22854","FASTKD2"
"179986","MSTRG.22860","."
"180069","MSTRG.22876","CCNYL1"
"180078","MSTRG.22878","."
"180082","MSTRG.22878","FZD5"
"180122","MSTRG.22883","IDH1"
"180133","MSTRG.22885","."
"180209","MSTRG.22895","RPE"
"180254","MSTRG.22901","ACADL"
"180270","MSTRG.22903","LANCL1"
"180285","MSTRG.22904","CPS1"
"180345","MSTRG.22918","SPAG16"
"180346","MSTRG.22918","."
"180387","MSTRG.22927","RPL10P6"
"180408","MSTRG.22930","ATIC"
"180422","MSTRG.22933","."
"180427","MSTRG.22933","FN1"
"180490","MSTRG.22938","LINC01614"
"180501","MSTRG.22942","."
"180507","MSTRG.22942","PECR"
"180521","MSTRG.22944","XRCC5"
"180529","MSTRG.22944","."
"180547","MSTRG.22951","SMARCAL1"
"180576","MSTRG.22953","."
"180578","MSTRG.22953","RPL37A"
"180597","MSTRG.22955","IGFBP2"
"180601","MSTRG.22956","IGFBP5"
"180651","MSTRG.22972","TNS1"
"180652","MSTRG.22972","."
"180698","MSTRG.22976","."
"180723","MSTRG.22980","ARPC2"
"180744","MSTRG.22983","AAMP"
"180755","MSTRG.22984","PNKD"
"180768","MSTRG.22985","TMBIM1"
"180772","MSTRG.22985","."
"180837","MSTRG.22991","SLC11A1"
"180855","MSTRG.22993","."
"180863","MSTRG.22993","CTDSP1"
"180875","MSTRG.22995","."
"180878","MSTRG.22995","VIL1"
"180898","MSTRG.22998","."
"180902","MSTRG.22998","CNOT9"
"180913","MSTRG.23000","PLCD4"
"180949","MSTRG.23002","."
"180958","MSTRG.23002","BCS1L"
"180985","MSTRG.23003","RNF25"
"180987","MSTRG.23003","."
"181016","MSTRG.23006","TTLL4"
"181040","MSTRG.23008","CYP27A1"
"181041","MSTRG.23008","."
"181082","MSTRG.23019","CRYBA2"
"181105","MSTRG.23022","."
"181106","MSTRG.23022","IHH"
"181110","MSTRG.23022","MIR3131"
"181112","MSTRG.23024","."
"181129","MSTRG.23024","NHEJ1"
"181152","MSTRG.23026","CNPPD1"
"181159","MSTRG.23027","RETREG2"
"181162","MSTRG.23027","."
"181172","MSTRG.23029","ZFAND2B"
"181193","MSTRG.23031","."
"181223","MSTRG.23031","ATG9A"
"181248","MSTRG.23032","."
"181254","MSTRG.23032","ANKZF1"
"181282","MSTRG.23033","GLB1L"
"181294","MSTRG.23034","STK16"
"181310","MSTRG.23035","TUBA4A"
"181324","MSTRG.23037","DNAJB2"
"181343","MSTRG.23038","PTPRN"
"181370","MSTRG.23041","DNPEP"
"181371","MSTRG.23041","."
"181396","MSTRG.23044","DES"
"181400","MSTRG.23045","."
"181410","MSTRG.23047","."
"181429","MSTRG.23047","SPEG"
"181441","MSTRG.23050","."
"181461","MSTRG.23050","GMPPA"
"181499","MSTRG.23052","CHPF"
"181512","MSTRG.23056","OBSL1"
"181538","MSTRG.23059","STK11IP"
"181593","MSTRG.23061","EPHA4"
"181644","MSTRG.23065","."
"181646","MSTRG.23065","SGPP2"
"181653","MSTRG.23069","FARSB"
"181655","MSTRG.23069","."
"181656","MSTRG.23070","."
"181667","MSTRG.23071","ACSL3"
"181706","MSTRG.23074","KCNE4"
"181712","MSTRG.23075","SCG2"
"181740","MSTRG.23076","WDFY1"
"181749","MSTRG.23079","MRPL44"
"181751","MSTRG.23081","SERPINE2"
"181755","MSTRG.23081","."
"181769","MSTRG.23084","CUL3"
"181820","MSTRG.23091","IRS1"
"181830","MSTRG.23092","RHBDD1"
"181831","MSTRG.23092","."
"181917","MSTRG.23100","."
"181929","MSTRG.23101","TM4SF20"
"181934","MSTRG.23102","AGFG1"
"181954","MSTRG.23103","SLC19A3"
"181976","MSTRG.23104","."
"181982","MSTRG.23104","CCL20"
"182008","MSTRG.23108","PID1"
"182026","MSTRG.23115","TRIP12"
"182084","MSTRG.23121","SLC16A14"
"182119","MSTRG.23125","SP110"
"182177","MSTRG.23126","SP100"
"182182","MSTRG.23126","."
"182208","MSTRG.23132","."
"182215","MSTRG.23136","CAB39"
"182218","MSTRG.23137","."
"182225","MSTRG.23139","ITM2C"
"182226","MSTRG.23139","."
"182275","MSTRG.23144","C2orf72"
"182276","MSTRG.23144","."
"182285","MSTRG.23145","PSMD1"
"182365","MSTRG.23149","."
"182366","MSTRG.23149","RPS28P4"
"182382","MSTRG.23153","B3GNT7"
"182390","MSTRG.23157","NCL"
"182393","MSTRG.23157","."
"182435","MSTRG.23164","PTMA"
"182448","MSTRG.23164","MIR1244-1"
"182449","MSTRG.23165","PDE6D"
"182455","MSTRG.23166","COPS7B"
"182457","MSTRG.23166","."
"182496","MSTRG.23169","DIS3L2"
"182519","MSTRG.23175","."
"182525","MSTRG.23175","ALPG"
"182529","MSTRG.23175","ALPI"
"182552","MSTRG.23185","EIF4E2"
"182563","MSTRG.23185","."
"182582","MSTRG.23187","EFHD1"
"182589","MSTRG.23189","."
"182594","MSTRG.23189","GIGYF2"
"182665","MSTRG.23189","SNORC"
"182674","MSTRG.23195","NGEF"
"182684","MSTRG.23196","."
"182687","MSTRG.23197","."
"182689","MSTRG.23197","INPP5D"
"182711","MSTRG.23199","."
"182714","MSTRG.23199","ATG16L1"
"182747","MSTRG.23202","."
"182748","MSTRG.23202","DGKD"
"182782","MSTRG.23204","."
"182787","MSTRG.23204","USP40"
"182806","MSTRG.23206","UGT1A8"
"182807","MSTRG.23206","."
"182809","MSTRG.23206","UGT1A10"
"182815","MSTRG.23206","UGT1A9"
"182819","MSTRG.23206","UGT1A6"
"182830","MSTRG.23206","UGT1A4"
"182833","MSTRG.23206","UGT1A3"
"182846","MSTRG.23206","UGT1A1"
"182862","MSTRG.23214","HJURP"
"182868","MSTRG.23215","MSL3P1"
"182890","MSTRG.23219","SPP2"
"182904","MSTRG.23220","ARL4C"
"182906","MSTRG.23220","."
"182916","MSTRG.23222","SH3BP4"
"182920","MSTRG.23222","."
"182935","MSTRG.23225","AGAP1"
"182948","MSTRG.23226","."
"182956","MSTRG.23229","."
"182994","MSTRG.23242","."
"182996","MSTRG.23242","ACKR3"
"183013","MSTRG.23246","COPS8"
"183023","MSTRG.23248","."
"183024","MSTRG.23248","COL6A3"
"183061","MSTRG.23249","."
"183066","MSTRG.23249","MLPH"
"183112","MSTRG.23253","."
"183128","MSTRG.23255","."
"183141","MSTRG.23255","LRRFIP1"
"183168","MSTRG.23257","RAMP1"
"183171","MSTRG.23257","."
"183176","MSTRG.23259","UBE2F"
"183201","MSTRG.23259","SCLY"
"183205","MSTRG.23259","."
"183247","MSTRG.23265","ILKAP"
"183254","MSTRG.23265","."
"183271","MSTRG.23268","HES6"
"183280","MSTRG.23269","."
"183282","MSTRG.23269","PER2"
"183294","MSTRG.23271","TRAF3IP1"
"183297","MSTRG.23271","."
"183305","MSTRG.23272","."
"183332","MSTRG.23275","TWIST2"
"183342","MSTRG.23276","."
"183395","MSTRG.23286","NDUFA10"
"183443","MSTRG.23288","COPS9"
"183451","MSTRG.23289","GPC1"
"183531","MSTRG.23294","RNPEPL1"
"183533","MSTRG.23294","."
"183550","MSTRG.23296","CAPN10"
"183568","MSTRG.23296","."
"183582","MSTRG.23296","GPR35"
"183683","MSTRG.23303","AGXT"
"183686","MSTRG.23303","."
"183689","MSTRG.23304","MAB21L4"
"183740","MSTRG.23312","."
"183751","MSTRG.23312","MTERF4"
"183798","MSTRG.23315","PPP1R7"
"183814","MSTRG.23317","ANO7"
"183816","MSTRG.23317","."
"183834","MSTRG.23318","HDLBP"
"183838","MSTRG.23318","."
"183885","MSTRG.23319","SEPTIN2"
"183932","MSTRG.23322","FARP2"
"183958","MSTRG.23326","STK25"
"183996","MSTRG.23328","."
"184030","MSTRG.23329","."
"184066","MSTRG.23332","THAP4"
"184073","MSTRG.23334","."
"184079","MSTRG.23334","ATG4B"
"184101","MSTRG.23335","DTYMK"
"184104","MSTRG.23335","."
"184110","MSTRG.23336","."
"184119","MSTRG.23336","ING5"
"184188","MSTRG.23338","."
"184226","MSTRG.23338","GAL3ST2"
"184255","MSTRG.23347","."
"184263","MSTRG.23347","NEU4"
"184367","MSTRG.23362","C20orf96"
"184369","MSTRG.23362","."
"184374","MSTRG.23364","ZCCHC3"
"184383","MSTRG.23365","NRSN2-AS1"
"184385","MSTRG.23366","SOX12"
"184386","MSTRG.23367","."
"184388","MSTRG.23367","NRSN2"
"184399","MSTRG.23368","."
"184400","MSTRG.23368","TRIB3"
"184403","MSTRG.23369","."
"184407","MSTRG.23369","RBCK1"
"184428","MSTRG.23370","TBC1D20"
"184459","MSTRG.23372","CSNK2A1"
"184508","MSTRG.23374","SRXN1"
"184520","MSTRG.23375","SLC52A3"
"184528","MSTRG.23376","FAM110A"
"184551","MSTRG.23381","."
"184552","MSTRG.23381","PSMF1"
"184566","MSTRG.23383","TMEM74B"
"184585","MSTRG.23384","SNPH"
"184588","MSTRG.23385","SDCBP2"
"184593","MSTRG.23385","."
"184606","MSTRG.23385","FKBP1A"
"184627","MSTRG.23388","NSFL1C"
"184639","MSTRG.23389","."
"184707","MSTRG.23402","SIRPA"
"184710","MSTRG.23402","."
"184730","MSTRG.23403","STK35"
"184731","MSTRG.23403","."
"184747","MSTRG.23407","SNRPB"
"184763","MSTRG.23407","ZNF343"
"184778","MSTRG.23409","."
"184779","MSTRG.23410","."
"184783","MSTRG.23410","NOP56"
"184810","MSTRG.23411","IDH3B"
"184815","MSTRG.23411","."
"184839","MSTRG.23413","CPXM1"
"184851","MSTRG.23415","PCED1A"
"184854","MSTRG.23415","."
"184861","MSTRG.23416","."
"184862","MSTRG.23416","VPS16"
"184870","MSTRG.23417","."
"184871","MSTRG.23417","PTPRA"
"184884","MSTRG.23419","MRPS26"
"184885","MSTRG.23420","OXT"
"184894","MSTRG.23422","FASTKD5"
"184900","MSTRG.23423","LZTS3"
"184908","MSTRG.23423","."
"184916","MSTRG.23425","."
"184918","MSTRG.23425","DDRGK1"
"184921","MSTRG.23426","."
"184924","MSTRG.23428","."
"184928","MSTRG.23428","ITPA"
"184937","MSTRG.23429","SLC4A11"
"184950","MSTRG.23430","DNAAF9"
"184960","MSTRG.23435","ATRN"
"184967","MSTRG.23437","ADAM33"
"184983","MSTRG.23437","."
"185005","MSTRG.23440","C20orf27"
"185011","MSTRG.23441","."
"185024","MSTRG.23441","CENPB"
"185052","MSTRG.23442","CDC25B"
"185056","MSTRG.23442","."
"185073","MSTRG.23443","MAVS"
"185077","MSTRG.23443","."
"185113","MSTRG.23447","RNF24"
"185117","MSTRG.23450","FTLP3"
"185125","MSTRG.23452","SMOX"
"185128","MSTRG.23452","."
"185145","MSTRG.23454","PRNP"
"185156","MSTRG.23456","."
"185158","MSTRG.23456","RASSF2"
"185161","MSTRG.23457","."
"185167","MSTRG.23457","SLC23A2"
"185182","MSTRG.23460","TMEM230"
"185192","MSTRG.23462","PCNA"
"185197","MSTRG.23464","CDS2"
"185282","MSTRG.23471","."
"185295","MSTRG.23472","GPCPD1"
"185297","MSTRG.23472","."
"185309","MSTRG.23474","SHLD1"
"185315","MSTRG.23475","CHGB"
"185319","MSTRG.23476","TRMT6"
"185327","MSTRG.23477","MCM8"
"185337","MSTRG.23477","."
"185340","MSTRG.23477","CRLS1"
"185350","MSTRG.23484","."
"185359","MSTRG.23484","FERMT1"
"185376","MSTRG.23485","."
"185378","MSTRG.23485","BMP2"
"185397","MSTRG.23489","HAO1"
"185398","MSTRG.23490","TMX4"
"185472","MSTRG.23498","PLCB4"
"185508","MSTRG.23498","."
"185525","MSTRG.23501","LAMP5"
"185556","MSTRG.23507","ANKEF1"
"185600","MSTRG.23515","MKKS"
"185611","MSTRG.23516","SLX4IP"
"185616","MSTRG.23518","JAG1"
"185629","MSTRG.23521","LINC01752"
"185686","MSTRG.23529","BTBD3"
"185746","MSTRG.23538","TASP1"
"185747","MSTRG.23538","."
"185757","MSTRG.23541","."
"185759","MSTRG.23541","ESF1"
"185765","MSTRG.23542","NDUFAF5"
"185835","MSTRG.23564","."
"185837","MSTRG.23564","KIF16B"
"185855","MSTRG.23568","SNRPB2"
"185883","MSTRG.23575","."
"185888","MSTRG.23575","DSTN"
"185893","MSTRG.23578","."
"185894","MSTRG.23578","RRBP1"
"185934","MSTRG.23581","."
"185936","MSTRG.23581","SNX5"
"185958","MSTRG.23582","MGME1"
"185960","MSTRG.23582","."
"186003","MSTRG.23581","OVOL2"
"186013","MSTRG.23585","KAT14"
"186016","MSTRG.23585","PET117"
"186110","MSTRG.23597","POLR3F"
"186131","MSTRG.23599","RBBP9"
"186135","MSTRG.23601","SEC23B"
"186136","MSTRG.23601","."
"186147","MSTRG.23602","SMIM26"
"186151","MSTRG.23602","DTD1"
"186174","MSTRG.23614","SLC24A3"
"186187","MSTRG.23618","."
"186203","MSTRG.23618","RIN2"
"186231","MSTRG.23621","NAA20"
"186238","MSTRG.23622","CRNKL1"
"186275","MSTRG.23629","INSM1"
"186278","MSTRG.23630","RALGAPA2"
"186280","MSTRG.23630","."
"186307","MSTRG.23634","RPL24P2"
"186308","MSTRG.23635","."
"186321","MSTRG.23635","KIZ"
"186338","MSTRG.23640","XRN2"
"186387","MSTRG.23644","RPL41P1"
"186414","MSTRG.23647","."
"186417","MSTRG.23647","LINC00261"
"186427","MSTRG.23647","FOXA2"
"186461","MSTRG.23651","THBD"
"186465","MSTRG.23652","CD93"
"186467","MSTRG.23652","."
"186529","MSTRG.23654","NXT1"
"186541","MSTRG.23656","GZF1"
"186548","MSTRG.23657","."
"186553","MSTRG.23657","NAPB"
"186584","MSTRG.23664","CST3"
"186597","MSTRG.23667","."
"186602","MSTRG.23667","CST1"
"186610","MSTRG.23667","CST2"
"186633","MSTRG.23674","."
"186636","MSTRG.23675","CST7"
"186637","MSTRG.23676","APMAP"
"186639","MSTRG.23676","."
"186645","MSTRG.23679","."
"186646","MSTRG.23679","ACSS1"
"186670","MSTRG.23681","."
"186673","MSTRG.23681","ENTPD6"
"186714","MSTRG.23685","."
"186720","MSTRG.23685","PYGB"
"186726","MSTRG.23689","ABHD12"
"186732","MSTRG.23689","."
"186754","MSTRG.23691","GINS1"
"186778","MSTRG.23692","NINL"
"186799","MSTRG.23692","NANP"
"186816","MSTRG.23697","ZNF337"
"186866","MSTRG.23704","."
"187052","MSTRG.23708","."
"187128","MSTRG.23719","."
"187177","MSTRG.23729","HM13"
"187216","MSTRG.23735","ID1"
"187221","MSTRG.23737","BCL2L1"
"187223","MSTRG.23737","."
"187240","MSTRG.23739","ABALON"
"187243","MSTRG.23741","."
"187244","MSTRG.23741","TPX2"
"187251","MSTRG.23742","FOXS1"
"187275","MSTRG.23746","PDRG1"
"187290","MSTRG.23750","."
"187291","MSTRG.23750","HCK"
"187297","MSTRG.23750","TM9SF4"
"187308","MSTRG.23753","PLAGL2"
"187309","MSTRG.23754","POFUT1"
"187316","MSTRG.23755","."
"187317","MSTRG.23755","KIF3B"
"187320","MSTRG.23756","."
"187324","MSTRG.23756","ASXL1"
"187355","MSTRG.23757","."
"187361","MSTRG.23757","NOL4L"
"187390","MSTRG.23765","."
"187393","MSTRG.23765","COMMD7"
"187421","MSTRG.23767","MAPRE1"
"187465","MSTRG.23771","CDK5RAP1"
"187473","MSTRG.23771","."
"187484","MSTRG.23773","SNTA1"
"187488","MSTRG.23774","."
"187489","MSTRG.23774","CBFA2T2"
"187505","MSTRG.23775","."
"187513","MSTRG.23775","NECAB3"
"187536","MSTRG.23777","ACTL10"
"187541","MSTRG.23779","E2F1"
"187542","MSTRG.23779","."
"187552","MSTRG.23779","PXMP4"
"187569","MSTRG.23784","CHMP4B"
"187583","MSTRG.23786","RALY"
"187585","MSTRG.23786","."
"187599","MSTRG.23789","."
"187600","MSTRG.23789","EIF2S2"
"187610","MSTRG.23793","."
"187612","MSTRG.23792","."
"187613","MSTRG.23792","AHCY"
"187622","MSTRG.23796","."
"187627","MSTRG.23796","ITCH"
"187655","MSTRG.23796","DYNLRB1"
"187661","MSTRG.23804","."
"187670","MSTRG.23804","MAP1LC3A"
"187675","MSTRG.23805","PIGU"
"187687","MSTRG.23807","."
"187690","MSTRG.23807","TP53INP2"
"187695","MSTRG.23805","NCOA6"
"187696","MSTRG.23805","."
"187713","MSTRG.23809","GGT7"
"187715","MSTRG.23809","."
"187724","MSTRG.23810","ACSS2"
"187726","MSTRG.23810","."
"187749","MSTRG.23811","GSS"
"187782","MSTRG.23812","."
"187793","MSTRG.23815","TRPC4AP"
"187795","MSTRG.23815","."
"187797","MSTRG.23817","EDEM2"
"187799","MSTRG.23817","."
"187804","MSTRG.23819","."
"187807","MSTRG.23819","PROCR"
"187817","MSTRG.23822","."
"187818","MSTRG.23823","MT1P3"
"187838","MSTRG.23822","MMP24OS"
"187843","MSTRG.23822","EIF6"
"187857","MSTRG.23828","."
"187865","MSTRG.23828","UQCC1"
"187924","MSTRG.23835","ERGIC3"
"187926","MSTRG.23835","."
"187952","MSTRG.23837","."
"187989","MSTRG.23839","SPAG4"
"187997","MSTRG.23840","."
"187998","MSTRG.23840","CPNE1"
"188038","MSTRG.23840","RBM12"
"188045","MSTRG.23840","NFS1"
"188060","MSTRG.23843","ROMO1"
"188065","MSTRG.23844","RBM39"
"188070","MSTRG.23844","."
"188136","MSTRG.23845","PHF20"
"188142","MSTRG.23845","."
"188156","MSTRG.23851","SCAND1"
"188168","MSTRG.23853","NORAD"
"188169","MSTRG.23853","."
"188204","MSTRG.23858","."
"188273","MSTRG.23858","EPB41L1"
"188286","MSTRG.23860","AAR2"
"188297","MSTRG.23861","DLGAP4"
"188304","MSTRG.23861","."
"188320","MSTRG.23863","MYL9"
"188322","MSTRG.23863","."
"188330","MSTRG.23865","TGIF2"
"188339","MSTRG.23865","RAB5IF"
"188350","MSTRG.23868","NDRG3"
"188361","MSTRG.23871","DSN1"
"188367","MSTRG.23871","."
"188373","MSTRG.23872","SOGA1"
"188385","MSTRG.23873","TLDC2"
"188388","MSTRG.23874","SAMHD1"
"188389","MSTRG.23874","."
"188421","MSTRG.23875","."
"188422","MSTRG.23875","RBL1"
"188447","MSTRG.23881","RPN2"
"188457","MSTRG.23882","."
"188460","MSTRG.23882","MANBAL"
"188466","MSTRG.23884","."
"188471","MSTRG.23884","SRC"
"188491","MSTRG.23885","."
"188495","MSTRG.23885","BLCAP"
"188505","MSTRG.23887","NNAT"
"188518","MSTRG.23889","CTNNBL1"
"188529","MSTRG.23890","VSTM2L"
"188533","MSTRG.23891","TTI1"
"188537","MSTRG.23891","."
"188540","MSTRG.23892","."
"188543","MSTRG.23892","RPRD1B"
"188554","MSTRG.23895","."
"188555","MSTRG.23895","TGM2"
"188586","MSTRG.23901","LBP"
"188587","MSTRG.23902","."
"188588","MSTRG.23903","."
"188714","MSTRG.23905","SNHG17"
"188715","MSTRG.23905","."
"188779","MSTRG.23908","RALGAPB"
"188781","MSTRG.23908","."
"188816","MSTRG.23912","PPP1R16B"
"188823","MSTRG.23914","FAM83D"
"188831","MSTRG.23917","DHX35"
"188867","MSTRG.23922","MAFB"
"188872","MSTRG.23923","TOP1"
"188884","MSTRG.23925","PLCG1"
"188891","MSTRG.23925","."
"188919","MSTRG.23926","ZHX3"
"188949","MSTRG.23929","."
"188991","MSTRG.23931","CHD6"
"188992","MSTRG.23931","."
"189043","MSTRG.23934","."
"189048","MSTRG.23934","SRSF6"
"189104","MSTRG.23934","SGK2"
"189125","MSTRG.23939","."
"189126","MSTRG.23939","IFT52"
"189136","MSTRG.23941","MYBL2"
"189143","MSTRG.23942","TOX2"
"189151","MSTRG.23944","JPH2"
"189154","MSTRG.23946","OSER1"
"189155","MSTRG.23946","."
"189165","MSTRG.23947","OSER1-DT"
"189182","MSTRG.23949","."
"189184","MSTRG.23949","FITM2"
"189198","MSTRG.23949","R3HDML-AS1"
"189201","MSTRG.23952","HNF4A"
"189205","MSTRG.23953","."
"189235","MSTRG.23958","TTPAL"
"189244","MSTRG.23959","SERINC3"
"189246","MSTRG.23960","PKIG"
"189253","MSTRG.23960","."
"189275","MSTRG.23961","ADA"
"189332","MSTRG.23963","CCN5"
"189342","MSTRG.23968","YWHAB"
"189350","MSTRG.23969","."
"189386","MSTRG.23970","TOMM34"
"189387","MSTRG.23970","."
"189393","MSTRG.23972","STK4"
"189418","MSTRG.23976","PI3"
"189428","MSTRG.23978","SLPI"
"189440","MSTRG.23979","."
"189441","MSTRG.23979","SDC4"
"189444","MSTRG.23981","."
"189452","MSTRG.23981","SYS1"
"189468","MSTRG.23981","DBNDD2"
"189478","MSTRG.23984","PIGT"
"189555","MSTRG.23986","."
"189559","MSTRG.23987","WFDC2"
"189603","MSTRG.23996","WFDC3"
"189618","MSTRG.23999","DNTTIP1"
"189620","MSTRG.23999","."
"189627","MSTRG.24000","UBE2C"
"189633","MSTRG.24001","."
"189638","MSTRG.24002","SNX21"
"189652","MSTRG.24003","ACOT8"
"189666","MSTRG.24005","ZSWIM3"
"189669","MSTRG.24006","ZSWIM1"
"189676","MSTRG.24008","CTSA"
"189717","MSTRG.24010","PLTP"
"189723","MSTRG.24012","PCIF1"
"189725","MSTRG.24012","."
"189728","MSTRG.24013","ZNF335"
"189729","MSTRG.24013","."
"189736","MSTRG.24014","MMP9"
"189737","MSTRG.24014","."
"189765","MSTRG.24017","."
"189766","MSTRG.24017","NCOA5"
"189778","MSTRG.24019","CD40"
"189795","MSTRG.24020","SLC35C2"
"189797","MSTRG.24020","."
"189816","MSTRG.24022","ELMO2"
"189856","MSTRG.24024","."
"189873","MSTRG.24024","TP53RK"
"189877","MSTRG.24027","."
"189881","MSTRG.24027","SLC2A10"
"189893","MSTRG.24028","EYA2"
"189911","MSTRG.24033","ZMYND8"
"189919","MSTRG.24033","."
"189975","MSTRG.24038","."
"189980","MSTRG.24040","."
"189985","MSTRG.24040","SULF2"
"190058","MSTRG.24047","PREX1"
"190069","MSTRG.24049","."
"190070","MSTRG.24049","ARFGEF2"
"190088","MSTRG.24050","CSE1L"
"190090","MSTRG.24050","."
"190093","MSTRG.24051","STAU1"
"190095","MSTRG.24051","."
"190105","MSTRG.24053","."
"190106","MSTRG.24053","DDX27"
"190113","MSTRG.24054","ZNFX1"
"190116","MSTRG.24054","."
