"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GIPC1",6.96206744394301e-85,0.758728987953924,0.722,0.086,4.30673492082315e-80
"CAPN2",7.31216865807345e-85,0.876021833217458,0.774,0.109,4.52330753188424e-80
"LTBR",9.06544504473372e-85,0.475819729204262,0.556,0.038,5.60788430467228e-80
"F3",9.46969578628391e-85,0.698284469094666,0.474,0.023,5.85795381339523e-80
"GPRC5C",9.57390915726773e-85,0.452540120229968,0.421,0.014,5.92242020468582e-80
"PRUNE2",1.30479255872964e-84,0.389359918447277,0.361,0.006,8.07144676830157e-80
"GPRC5A",1.32852353210031e-84,0.844977763161873,0.519,0.031,8.21824656957252e-80
"FUT4",2.22417699063735e-84,0.423855918142566,0.451,0.019,1.37587588640827e-79
"CA8",4.37465377033745e-84,0.65671461180455,0.549,0.038,2.70616082233075e-79
"CYSTM1",5.01664649908713e-84,1.57364755226475,0.932,0.217,3.1032975243353e-79
"LYPD8",8.70643236150585e-84,1.58179577958586,0.376,0.008,5.38579905882752e-79
"S100A6",1.85890767017558e-83,3.41166346992749,1,0.391,1.14992028477062e-78
"BCAS1",2.66180259359567e-83,0.680277725100774,0.481,0.026,1.64659108439828e-78
"ID1",8.34965175464126e-83,1.80740005165717,0.684,0.084,5.16509457542108e-78
"A1CF",1.10633344851005e-82,0.336283319691397,0.353,0.006,6.84377871248314e-78
"BCL2L15",1.12640520432529e-82,0.381683876013589,0.421,0.016,6.96794259395621e-78
"ADGRG1",1.38264884443514e-82,0.358089257204769,0.414,0.014,8.55306575167576e-78
"GP2",1.49236702231097e-82,0.625006012140385,0.301,0,9.23178240001564e-78
"ME1",2.00107873086241e-82,0.375568912554408,0.421,0.016,1.23786730291148e-77
"FAM83E",2.33041487185359e-82,0.418047891453396,0.459,0.023,1.44159463972863e-77
"GNG12",2.3318809723634e-82,0.403361011232333,0.459,0.022,1.442501569504e-77
"HES2",4.62280241148789e-82,0.275665515297726,0.316,0.002,2.85966557174641e-77
"HEPH",4.92955814017598e-82,0.543929885578242,0.481,0.027,3.04942466551286e-77
"NDRG2",5.88687173108863e-82,0.533445502521649,0.504,0.03,3.64161885285143e-77
"GGT6",6.12138857439561e-82,0.326235921963612,0.316,0.002,3.78669097212112e-77
"PPARG",6.49979422593187e-82,0.443938790313651,0.414,0.015,4.02077270816145e-77
"B3GNT5",7.44084764716985e-82,0.319843970385941,0.376,0.009,4.60290835453927e-77
"TMEM30B",1.08949586498626e-81,0.348572673209904,0.451,0.021,6.73962142080501e-77
"SH2D4A",2.46067343090394e-81,0.445090103914359,0.459,0.023,1.52217258435718e-76
"INSR",2.82353867340378e-81,0.443224042711945,0.459,0.023,1.74664102336758e-76
"IFT172",4.07705391634801e-81,0.606435580788188,0.609,0.057,2.52206555265288e-76
"RAB26",8.57370561363822e-81,0.4511059399624,0.414,0.016,5.3036942925966e-76
"CYP2W1",4.13528511297659e-80,0.497541880412688,0.331,0.004,2.55808737088732e-75
"AMN",5.80488290205785e-80,0.862100373554213,0.654,0.071,3.59090056321299e-75
"MYO5B",5.81104930149128e-80,0.339772167119128,0.391,0.013,3.5947150979025e-75
"NFIA",6.24755505837171e-80,0.549330814982788,0.632,0.06,3.86473755910874e-75
"WNK4",9.36210947504922e-80,0.269120445228803,0.331,0.004,5.79140092126545e-75
"YES1",1.93352285668625e-79,0.379090533088159,0.421,0.018,1.19607723914611e-74
"BICDL2",1.95516629308834e-79,0.337803750660963,0.421,0.018,1.20946586890445e-74
"TM4SF1",2.35811819604376e-79,0.950619964364676,0.519,0.034,1.45873191607267e-74
"ANKRD22",3.72667908833472e-79,0.372157134653798,0.421,0.018,2.30532368404386e-74
"IL1R2",3.91822009805775e-79,0.63936172010072,0.481,0.028,2.42381095265853e-74
"F12",6.91776092706519e-79,0.488725447396658,0.466,0.027,4.27932690948253e-74
"TACSTD2",8.37880983716339e-79,0.772448477301596,0.414,0.017,5.18313176526927e-74
"TRIQK",9.72714954000247e-79,0.392457595388963,0.466,0.025,6.01721470544553e-74
"TCEAL9",9.76012165043356e-79,0.840943929876085,0.767,0.113,6.0376112529582e-74
"YBX3",1.01430974893752e-78,0.929709516303269,0.752,0.107,6.27452010692747e-74
"FUT6",1.06460066754214e-78,0.311435738466502,0.361,0.008,6.58561972941567e-74
"SULT2B1",1.57174772987782e-78,0.336392307860419,0.331,0.005,9.72283145702419e-74
"REG1A",1.75350925353514e-78,5.25726206078531,0.729,0.121,1.08472082423683e-73
"ADAM9",1.8359431052087e-78,0.620709123430861,0.594,0.054,1.1357144048821e-73
"SH3YL1",1.94274398179836e-78,0.87833596679705,0.82,0.126,1.20178142714047e-73
"ANKS4B",2.49883779240617e-78,0.321326388869375,0.368,0.01,1.54578105838246e-73
"AVPI1",3.32630136507418e-78,0.464838110729709,0.451,0.023,2.05765002443489e-73
"TXN",3.77376954188662e-78,2.28531550061976,1,0.484,2.33445383861106e-73
"LPCAT2",4.2234716234344e-78,0.3631801019751,0.376,0.011,2.61263954625652e-73
"B3GNT7",4.7156871777187e-77,0.441704913769179,0.376,0.012,2.91712408813679e-72
"FZD5",5.35084580935857e-77,0.331316283462502,0.398,0.015,3.31003321766921e-72
"SPINT1",1.30738194762447e-76,0.878794757662931,0.789,0.125,8.08746472800494e-72
"IGF2BP2",1.36650451958067e-76,0.304514923773487,0.391,0.014,8.45319695812603e-72
"PTPRK",1.45867916910545e-76,0.348601820985625,0.474,0.028,9.02338934008631e-72
"URAD",1.55192039154947e-76,0.478808854436666,0.323,0.005,9.60017954212502e-72
"FAM210B",1.70725913527378e-76,0.454520361933135,0.504,0.037,1.05611050108036e-71
"GAU1",1.99912127165938e-76,0.437587774582089,0.338,0.007,1.23665641864849e-71
"TMEM45B",2.75923909539469e-76,0.57762771897465,0.481,0.03,1.70686530441115e-71
"SLC40A1",4.02335046985825e-76,0.498700131879461,0.496,0.033,2.48884460065431e-71
"SMAGP",5.37884644277972e-76,0.841916761109944,0.85,0.137,3.32735440950353e-71
"GPRIN2",9.14007210978522e-76,0.254652432850085,0.301,0.003,5.65404860711314e-71
"DNAJC22",9.45256991814074e-76,0.275213258144648,0.376,0.013,5.84735975136186e-71
"UGDH",1.1725302790157e-75,0.743924726760405,0.752,0.112,7.25327230599114e-71
"SERPINB5",1.21953584670666e-75,0.633436948056789,0.444,0.024,7.54404874772739e-71
"LSR",1.32318129820411e-75,1.12247293676887,0.872,0.191,8.18519951069061e-71
"PRELID2",2.38915505053472e-75,0.403349620700254,0.444,0.024,1.47793131426078e-70
"CYB561",3.12367156300772e-75,0.385773390345343,0.444,0.025,1.93230322887657e-70
"FAM13A",3.22465369559915e-75,0.342807334324174,0.391,0.015,1.99477077609763e-70
"NEO1",3.60060812256681e-75,0.331408657511332,0.368,0.012,2.22733618461983e-70
"S100A11",3.64669496853147e-75,2.13480301520051,0.985,0.352,2.25584550753357e-70
"TMEM176A",7.5060008601265e-75,0.760666750091257,0.549,0.048,4.64321213207425e-70
"HSBP1L1",1.49044779457867e-74,0.571616315005987,0.579,0.054,9.21991005726363e-70
"AOPEP",1.51050363853809e-74,0.440614944973398,0.459,0.028,9.34397550799661e-70
"C4orf19",1.57716668258194e-74,0.359922460189811,0.376,0.013,9.75635309845186e-70
"ENTPD8",1.95160224455504e-74,0.482414235193677,0.323,0.006,1.20726114848175e-69
"CRYL1",2.13256111953713e-74,0.608023994032637,0.586,0.06,1.31920230854567e-69
"CD24",2.27675980180889e-74,2.09182863415128,0.977,0.344,1.40840361339898e-69
"SDC4",2.45473797830453e-74,0.489684314703476,0.474,0.031,1.51850091337918e-69
"PBX1",3.26412076922119e-74,0.327059823081401,0.361,0.011,2.01918510784023e-69
"TM9SF3",3.60411570703274e-74,1.28441464731001,0.887,0.218,2.22950597637045e-69
"IDH1",5.08818185887499e-74,0.836680489398016,0.782,0.127,3.14754929790007e-69
"HOXB7",5.47748640802511e-74,0.537587937899597,0.496,0.037,3.38837309200434e-69
"PROX1",8.72494628674079e-74,0.338515235046439,0.293,0.003,5.39725177297786e-69
"CD63",1.12808846035392e-73,2.32684231041715,0.962,0.416,6.97835521574936e-69
"RHOBTB3",1.19689351282201e-73,0.684333063531474,0.632,0.072,7.40398327031697e-69
"GALE",1.95382258960324e-73,0.807864537121779,0.714,0.107,1.20863465392856e-68
"PLA2G10",1.99294730969584e-73,0.494435017667395,0.376,0.014,1.23283720577784e-68
"IRF6",2.66558578834551e-73,0.278670988136488,0.338,0.008,1.64893136867053e-68
"FNBP1L",5.84349798959166e-73,0.358132436190345,0.391,0.017,3.6147878563614e-68
"CBLC",1.89556245572029e-72,0.365422688174879,0.414,0.021,1.17259493510857e-67
"IER3",2.05985437590686e-72,1.52892778206749,0.842,0.183,1.27422591693598e-67
"ST3GAL4",3.40352768003852e-72,0.670014621590552,0.436,0.026,2.10542222287183e-67
"ANKRD40CL",5.34707699441068e-72,0.409564598319447,0.338,0.009,3.30770182874245e-67
"KDELR3",5.50486247385223e-72,0.635394447204257,0.549,0.053,3.40530792632499e-67
"HNF4A",8.41334394317442e-72,0.350771377512843,0.376,0.015,5.2044945632477e-67
"ADAP1",9.04905765129742e-72,0.33224838903059,0.421,0.023,5.59774706309258e-67
"PCBD1",9.22345146988635e-72,1.38294528586103,0.94,0.281,5.7056270792717e-67
"PHLDA1",9.32195861907182e-72,0.827903167213352,0.526,0.044,5.76656360175783e-67
"DUSP4",9.3382493944953e-72,0.891517429402819,0.549,0.05,5.77664107543479e-67
"TSPO",2.31683674714864e-71,1.67532261784358,0.97,0.382,1.43319521178615e-66
"STEAP1",3.03517002936595e-71,0.368450974198574,0.451,0.028,1.87755618016577e-66
"MAGI1",3.9946236445214e-71,0.339975997344273,0.383,0.017,2.47107418650094e-66
"RNF128",4.76046811534755e-71,0.278846158937649,0.353,0.012,2.94482557615399e-66
"SDSL",4.91646252426517e-71,0.356438590279433,0.383,0.017,3.04132371751043e-66
"ABHD17C",4.99567419700909e-71,0.355483866814318,0.414,0.023,3.09032405826982e-66
"NRARP",8.29700823270826e-71,0.331285676796657,0.398,0.019,5.13252929275333e-66
"GSDMB",1.29397175327451e-70,0.387124775786067,0.391,0.018,8.00450926575613e-66
"DST",2.22306252650071e-70,0.397652241540005,0.459,0.031,1.37518647889334e-65
"TJP1",2.35730686376571e-70,0.310439772263883,0.376,0.016,1.45823002592547e-65
"CEBPD",3.71349140499308e-70,0.618180896237763,0.677,0.083,2.29716578312872e-65
"TNFRSF21",4.06628878084231e-70,0.497541230025685,0.421,0.024,2.51540623982905e-65
"GNA15",4.34687034929332e-70,0.31735418623561,0.353,0.012,2.68897399807285e-65
"SPINT2",4.63111026155493e-70,1.86578579751267,0.97,0.462,2.86480480779788e-65
"PLD1",5.49956042056155e-70,0.262245509659589,0.293,0.004,3.40202807615938e-65
"GIPC2",6.09825973488507e-70,0.318248030790805,0.368,0.015,3.7723834719999e-65
"FLNB",6.3737975433044e-70,0.558481741446302,0.556,0.054,3.9428311602881e-65
"SOWAHC",6.6504707950134e-70,0.268559743789195,0.331,0.009,4.11398123379529e-65
"SORBS2",7.6635982578849e-70,0.330586260801638,0.391,0.018,4.7407018823276e-65
"ENSG00000288047",7.71108608813719e-70,0.326408269094578,0.271,0.002,4.77007785412167e-65
"NR2F6",1.22540386595822e-69,0.557991721751402,0.609,0.07,7.58034831481753e-65
"RND3",1.28134548854831e-69,0.293048422452088,0.353,0.013,7.92640319215987e-65
"TRIM15",1.55577951965608e-69,0.36714540119225,0.398,0.02,9.62405210859252e-65
"ERBB2",4.6408641801223e-69,0.343652778063915,0.414,0.023,2.87083858182365e-64
"CAMK2N1",5.50819903075158e-69,0.534948532173611,0.451,0.032,3.40737192042293e-64
"KCTD3",5.74198419740262e-69,0.298713043233048,0.368,0.015,3.55199142451326e-64
"PTGER2",6.26782268423978e-69,0.2888280915624,0.323,0.008,3.87727511247073e-64
"STX3",7.64575312120001e-69,0.314188271087456,0.444,0.028,4.72966288077432e-64
"AGPAT2",1.90109093488015e-68,0.953336006871403,0.812,0.15,1.17601485231686e-63
"SELENOW",1.92329320035947e-68,1.26691452930476,0.962,0.289,1.18974917374237e-63
"ALDH2",2.40846622447762e-68,1.18873617324326,0.902,0.227,1.48987720646185e-63
"PLS3",2.63263513196395e-68,0.336906475637836,0.368,0.016,1.6285480926329e-63
"DDC",3.36302337342107e-68,0.407399348691989,0.346,0.013,2.08036625879828e-63
"ITGA2",6.51317998093072e-68,0.268287928643558,0.368,0.016,4.02905313620374e-63
"ADAM15",7.51156406994997e-68,0.560798355099381,0.571,0.064,4.64665353367105e-63
"C2CD4A",8.57634529628893e-68,0.321163837878124,0.278,0.003,5.30532720028433e-63
"C1orf210",9.00976708851657e-68,0.356933718095842,0.353,0.014,5.57344192095635e-63
"FAM174B",1.01002253506808e-67,0.259875531386051,0.331,0.01,6.24799940193115e-63
"CISD3",1.03642016870255e-67,0.980032400885915,0.805,0.16,6.41129516359397e-63
"GALNT8",1.08469289339776e-67,0.293377302830681,0.293,0.005,6.70991023855856e-63
"RNF186",1.1133115089653e-67,0.516741547885965,0.271,0.003,6.88694499445934e-63
"TRABD2A",1.11397909609296e-67,0.418169884694144,0.474,0.037,6.89107468843105e-63
"SHF",1.4708229210585e-67,0.25541708238471,0.286,0.004,9.09851058966789e-63
"DYNLT1",1.53629480051574e-67,1.27710565098582,0.947,0.302,9.50351963599035e-63
"FOSL2",2.0607366749568e-67,0.312078796866889,0.398,0.021,1.27477170712828e-62
"BEX3",2.89026791564488e-67,0.987261508386292,0.752,0.133,1.78791973261792e-62
"DDR1",3.1377329217205e-67,0.4233246580686,0.496,0.043,1.9410015853763e-62
"DEGS2",4.55213351244523e-67,0.519162024740925,0.534,0.053,2.81594979079862e-62
"FAT1",5.45112273598269e-67,0.360137470525891,0.414,0.025,3.37206452447889e-62
"PRR15",5.92806450216183e-67,0.393170862673928,0.429,0.028,3.66710070103731e-62
"CASP6",7.79186398532252e-67,0.579861927581352,0.639,0.083,4.82004706132051e-62
"DHRS3",1.00570810738464e-66,0.377509328202534,0.444,0.031,6.22131035228138e-62
"TENT5A",1.03757439200925e-66,0.520029805395841,0.602,0.069,6.41843518896923e-62
"HSPA2",1.28672129513456e-66,0.844168735467396,0.602,0.075,7.95965793170239e-62
"MUC12",1.33466757386528e-66,0.4386778368339,0.301,0.007,8.25625361193063e-62
"ITGB4",1.41497972698401e-66,0.449466646959859,0.474,0.038,8.75306459112309e-62
"MYO6",1.72783264587898e-66,0.3625364334304,0.429,0.028,1.06883727474074e-61
"CA2",1.77495459907165e-66,0.926300556250548,0.451,0.034,1.09798691498572e-61
"HYAL2",2.1111086308756e-66,0.367307549033836,0.421,0.027,1.30593179905965e-61
"ANXA2",4.32628846070737e-66,1.94280916836441,0.97,0.445,2.67624204179358e-61
"SLC39A4",4.36078983401703e-66,0.880895500779532,0.827,0.172,2.69758459132294e-61
"LRATD2",4.75537002728162e-66,0.27015596110412,0.376,0.018,2.94167189887641e-61
"PITX1",4.96990800620081e-66,0.415318219362124,0.421,0.028,3.07438509263582e-61
"WASL",9.38645905864829e-66,0.434357699415587,0.489,0.043,5.80646357367983e-61
"TPM2",9.52781847064865e-66,0.80659113598618,0.436,0.033,5.89390850594325e-61
"DMBT1",1.08093715883937e-65,0.770047788465096,0.308,0.008,6.68667726458037e-61
"TRPM4",1.29770553121022e-65,0.323148485932425,0.368,0.018,8.02760641606639e-61
"TNFRSF11B",1.76631278977541e-65,0.324473174257891,0.263,0.003,1.09264109175507e-60
"TOX3",1.79437583026041e-65,0.279978539504086,0.331,0.012,1.11000088859909e-60
"HES6",1.89395129218229e-65,1.326836893722,0.759,0.145,1.17159826934396e-60
"MGLL",2.22389523726817e-65,0.831031652797445,0.669,0.102,1.37570159377409e-60
"LRP5",3.06964198164919e-65,0.324550884962498,0.368,0.018,1.89888052984819e-60
"CYFIP1",5.3280979928604e-65,0.30775129980653,0.391,0.022,3.29596141838344e-60
"EPHB3",6.26616133333906e-65,0.420493000250559,0.376,0.019,3.87624740080355e-60
"PKDCC",6.75319891009719e-65,0.288296743710018,0.293,0.007,4.17752884578612e-60
"PTMS",8.38547035280164e-65,1.12430325572555,0.812,0.17,5.1872519602431e-60
"ATP10B",9.6789290580408e-65,0.359624475942162,0.368,0.018,5.98738551530404e-60
"HMGN5",1.27639009102837e-64,0.483161882043602,0.496,0.046,7.89574910310152e-60
"C1orf21",2.2796157774752e-64,0.611491668675745,0.571,0.066,1.41017031994616e-59
"P4HA2",2.40572047700737e-64,0.305347731342221,0.406,0.026,1.48817868707676e-59
"CHMP4C",2.73733729788815e-64,0.333749194677843,0.414,0.028,1.69331685247361e-59
"FAM114A1",4.0312459789406e-64,0.451170206257139,0.489,0.045,2.49372876257265e-59
"PLP2",4.83319585088277e-64,1.38856737857562,0.925,0.32,2.98981495335608e-59
"AHNAK",5.05784307599355e-64,0.593480291478193,0.586,0.07,3.12878172680961e-59
"LEFTY1",5.53946744613152e-64,0.86806530131331,0.271,0.004,3.42671456217696e-59
"CPD",8.95224016869192e-64,0.369473492822681,0.451,0.036,5.53785576835282e-59
"LXN",1.13734974566532e-63,0.751073660693328,0.692,0.11,7.03564552668565e-59
"RASD1",1.25542575264996e-63,0.96218117594308,0.504,0.052,7.76606370589264e-59
"CAPN9",1.31252749724854e-63,0.314077650588179,0.256,0.003,8.11929509797946e-59
"JUP",1.73102096522771e-63,0.585882874609361,0.699,0.107,1.07080956908986e-58
"LAMB3",2.04696347577583e-63,0.353174715303251,0.368,0.019,1.26625160611493e-58
"PTGFRN",2.57931651896176e-63,0.293183041190816,0.323,0.012,1.59556519862974e-58
"BSPRY",3.07843882576335e-63,0.286005845082946,0.383,0.023,1.90432225761721e-58
"TST",4.03354145916322e-63,0.605328584549633,0.654,0.094,2.49514874663837e-58
"SERPINH1",4.07888591403283e-63,0.42964026048708,0.444,0.035,2.52319882642071e-58
"ITM2C",5.2388198815168e-63,1.42860503536606,0.917,0.232,3.2407339787063e-58
"VWA1",7.63155792779778e-63,0.361202588952185,0.346,0.016,4.72088173413571e-58
"PPDPF",9.98830136007924e-63,1.51941393240113,1,0.784,6.17876322134502e-58
"FAM83H",1.17114483853111e-62,0.281112852170105,0.368,0.02,7.24470197115344e-58
"IMPA2",1.45874172031361e-62,0.788701781288387,0.722,0.131,9.02377628186001e-58
"TEAD1",1.47947002597151e-62,0.270863461370278,0.308,0.01,9.15200158065975e-58
"SH3D19",2.17511035588918e-62,0.269970714888224,0.361,0.018,1.34552326615304e-57
"TMSB10",3.41966962671072e-62,1.61558335815165,1,0.992,2.11540763108325e-57
"RRBP1",4.19010594212186e-62,1.05776132500751,0.835,0.195,2.59199953579658e-57
"TMEM92",4.67698181244818e-62,0.276113572859943,0.308,0.01,2.89318094918044e-57
"BCL2L14",5.37202197540239e-62,0.321872950711962,0.376,0.022,3.32313279398392e-57
"CANT1",8.20500685882505e-62,0.706258980170499,0.744,0.133,5.07561724286918e-57
"WNK2",9.92709605990949e-62,0.331172232987433,0.361,0.019,6.14090162266001e-57
"HTATIP2",1.40968612550035e-61,0.749450395550727,0.842,0.175,8.72031837234519e-57
"HK2",1.51299092713854e-61,0.451532495093141,0.376,0.023,9.35936187527903e-57
"S100A10",1.65103790612058e-61,1.98485412528623,0.992,0.659,1.02133204872619e-56
"NOX1",2.15568035199293e-61,0.391731658757398,0.368,0.021,1.33350386574283e-56
"SLPI",2.31834681339944e-61,0.675517171790548,0.459,0.038,1.43412933876889e-56
"SCARB2",3.16599972353302e-61,0.555960970930019,0.617,0.086,1.95848742897753e-56
"TACC2",5.69103596781666e-61,0.253043433168744,0.308,0.011,3.52047484969139e-56
"NT5E",6.63269714027225e-61,0.360135466590574,0.451,0.037,4.10298645097241e-56
"PARVA",1.02655965629991e-60,0.312518485562591,0.338,0.016,6.35029803387127e-56
"NOL3",1.13865430895263e-60,0.362172054556227,0.398,0.028,7.04371555518097e-56
"F11R",2.17244601342754e-60,0.518484567051211,0.556,0.068,1.34387510390628e-55
"TPD52L1",2.93179114890789e-60,0.310308657333545,0.383,0.024,1.81360600471442e-55
"KDM7A-DT",3.01915087520449e-60,0.29446137015703,0.376,0.023,1.8676467314015e-55
"MORN2",5.15772727094876e-60,0.439767883338109,0.602,0.079,3.19057008980891e-55
"FKBP9",5.17940771754007e-60,0.321975139791568,0.338,0.017,3.20398161407029e-55
"GNPNAT1",6.22446076379764e-60,0.576629621469314,0.624,0.095,3.85045142848522e-55
"C4orf48",8.5440380936434e-60,1.19256272731999,0.895,0.268,5.28534196472781e-55
"MT1G",8.55890512194989e-60,1.22314674383127,0.451,0.042,5.2945387084382e-55
"EGLN3",1.18116283762731e-59,0.454458540839455,0.338,0.017,7.30667331356253e-55
"CARMIL1",1.51141977736156e-59,0.309472426269989,0.361,0.021,9.34964274275862e-55
"ABHD11",1.62570847271949e-59,0.668591876197493,0.722,0.131,1.00566326122427e-54
"MB",1.64095158482016e-59,0.400837702615046,0.248,0.003,1.01509265036975e-54
"SPTBN1",2.1766639603037e-59,0.636957200039631,0.669,0.105,1.34648432584387e-54
"BLVRB",2.37644590202762e-59,0.968422921603183,0.865,0.215,1.47006943499429e-54
"SEZ6L2",3.28370655135964e-59,0.320422257872337,0.316,0.013,2.03130087267108e-54
"NEURL1",4.33582271546345e-59,0.469352344010189,0.338,0.018,2.68213993178569e-54
"EFNB1",5.12094586771904e-59,0.311069356575766,0.346,0.018,3.167817113771e-54
"RDH10",6.53160852561028e-59,0.258134967726969,0.346,0.018,4.04045303394252e-54
"RNF130",6.75854929059425e-59,0.364202914980572,0.526,0.057,4.18083859116161e-54
"RAB3D",7.83993161478354e-59,0.336709982718184,0.383,0.027,4.84978169690509e-54
"LINC02562",7.94261148485666e-59,0.256761360246079,0.278,0.008,4.91329946453233e-54
"GPX8",8.27805892691302e-59,0.347409696018221,0.361,0.022,5.1208072521884e-54
"PTGR1",9.05033489807797e-59,0.444992414883749,0.398,0.029,5.59853716795103e-54
"LUZP1",1.1715168698056e-58,0.402760015160218,0.534,0.064,7.24700335661747e-54
"MIR200CHG",1.68613408450354e-58,0.252273934075685,0.263,0.006,1.04304254467389e-53
"IGFBP4",1.87934256224081e-58,0.341444724424663,0.429,0.034,1.16256130900217e-53
"GLUL",2.00105932359816e-58,0.98511187555765,0.805,0.178,1.23785529757782e-53
"CTSE",2.14690073321896e-58,0.493769359429848,0.263,0.006,1.32807279356925e-53
"OCLN",2.16159014681447e-58,0.31825371711594,0.391,0.028,1.33715966481943e-53
"FUT2",2.53189735329258e-58,0.264437768545863,0.338,0.018,1.56623170274679e-53
"HEBP2",2.70020037269917e-58,0.978946777024069,0.872,0.236,1.67034395055171e-53
"AFDN",3.42738452003676e-58,0.346841911728108,0.421,0.034,2.12018006409474e-53
"PYCR1",4.75944982289461e-58,0.768494972183434,0.722,0.144,2.9441956604426e-53
"ITPRID2",5.946469634396e-58,0.385573039547019,0.511,0.056,3.67848611583737e-53
"IFI6",7.33429493151633e-58,1.43150572135954,0.624,0.098,4.536994844636e-53
"MYO1B",8.84309127152535e-58,0.379837028517661,0.391,0.029,5.47033626056558e-53
"TMC5",9.97538230615529e-58,0.44027045072988,0.474,0.047,6.17077149458766e-53
"TP53I11",1.37362861194588e-57,0.351632759870252,0.459,0.043,8.49726659349719e-53
"SLC27A2",1.38337049329874e-57,0.27424608178491,0.353,0.021,8.55752987154601e-53
"ARL4A",1.62759527581519e-57,0.537789214987988,0.639,0.094,1.00683043761928e-52
"RAB20",1.72843654630618e-57,0.284430336448177,0.429,0.036,1.069210847545e-52
"GALNT12",2.30631301210851e-57,0.320740700625431,0.346,0.019,1.42668522929033e-52
"PLAC8",3.01179947279203e-57,1.55438573053677,0.759,0.156,1.86309915386915e-52
"ENC1",3.11084252936965e-57,0.395533860066117,0.459,0.043,1.92436718866806e-52
"WDR72",4.83207144324709e-57,0.333741578288988,0.271,0.008,2.98911939479265e-52
"MMP15",5.91089836416092e-57,0.261490496061657,0.346,0.02,3.65648172806994e-52
"RBPMS",6.32883264418182e-57,0.318132383591816,0.376,0.026,3.91501587369088e-52
"GPR35",6.6018405236643e-57,0.256659692870659,0.383,0.027,4.08389854793874e-52
"GSKIP",7.26699750522717e-57,0.748619320814599,0.759,0.156,4.49536465673353e-52
"GNE",1.10615500860728e-56,0.326652218365485,0.383,0.028,6.84267488324464e-52
"ENAH",1.24574503816576e-56,0.270002670705675,0.346,0.02,7.7061788060934e-52
"LGR4",1.29527285972103e-56,0.358931063645568,0.346,0.021,8.01255791023427e-52
"SH3PXD2A",1.49286156069147e-56,0.306534799782172,0.361,0.023,9.23484161443745e-52
"RBP4",1.54235418734684e-56,0.253897519476567,0.308,0.013,9.54100300292758e-52
"PAM",2.18315385716045e-56,0.732286170373761,0.376,0.027,1.35049897603945e-51
"PGRMC1",3.93266893632028e-56,0.742755482028524,0.752,0.16,2.43274900400772e-51
"MACROD1",5.71993329437997e-56,0.432103293390833,0.451,0.046,3.53835073590345e-51
"PCSK9",6.2546881258976e-56,0.265804987131664,0.278,0.009,3.86915007468026e-51
"SLC22A18",6.4990055825598e-56,0.370009951676957,0.414,0.035,4.02028485337149e-51
"WLS",6.83989964850451e-56,0.272026104127574,0.323,0.017,4.23116192256489e-51
"FGFBP1",8.68303160685449e-56,0.276283622964025,0.203,0,5.37132335200019e-51
"SOX4",9.25326288101155e-56,1.28437294561184,0.767,0.168,5.72406841819374e-51
"ENSG00000268628",1.03888279977775e-55,0.379542839573291,0.271,0.008,6.42652899942514e-51
"KIAA1522",1.08827383555863e-55,0.260716710188172,0.331,0.018,6.73206194676571e-51
"NFIB",1.21750922487626e-55,0.337738958579117,0.368,0.025,7.53151206508453e-51
"CDCP1",1.28773844588188e-55,0.362478250500408,0.368,0.026,7.96595002622533e-51
"FGL1",1.3383529264259e-55,0.25741129548425,0.211,0.001,8.27905120287063e-51
"SLC35D2",1.93564981036399e-55,0.284535182553203,0.406,0.033,1.19739297269117e-50
"CILK1",2.75016686271548e-55,0.263723067260682,0.346,0.021,1.7012532212758e-50
"ARHGEF35",3.16404789955535e-55,0.337060702747653,0.429,0.039,1.95728003066494e-50
"IFITM1",3.86037660038327e-55,0.934600631072181,0.699,0.135,2.38802896499709e-50
"EIF4EBP1",4.23005632439758e-55,1.03239088907042,0.805,0.206,2.61671284227234e-50
"ATP5MK",4.51789044755345e-55,1.16992630387424,1,0.837,2.79476703085656e-50
"DAG1",4.93352188231037e-55,0.287109749281081,0.414,0.036,3.0518766363972e-50
"TMPRSS2",5.94903893405677e-55,0.326445711812862,0.338,0.02,3.68007548460752e-50
"DGAT1",8.45391175349846e-55,0.444576717173831,0.594,0.087,5.22958981071415e-50
"MGAT4B",8.59868346827601e-55,0.373706927147575,0.414,0.037,5.31914559347554e-50
"ARHGAP5",1.02127279636184e-54,0.366286946711038,0.526,0.064,6.31759351829434e-50
"LINC00511",1.31044472455833e-54,0.304884325486317,0.316,0.017,8.10641106611782e-50
"C6orf132",1.37028661536345e-54,0.355563227249587,0.376,0.028,8.47659300263831e-50
"RHPN2",2.36931020185531e-54,0.266566572852546,0.308,0.015,1.4656552908677e-49
"HDHD3",2.81758217877021e-54,0.587085087483756,0.669,0.118,1.74295633578725e-49
"STXBP6",3.66990905245819e-54,0.39320755549971,0.624,0.09,2.27020573985064e-49
"DUSP23",3.68398148406129e-54,0.826449415377209,0.789,0.188,2.27891094604031e-49
"ARHGAP12",4.54206066858715e-54,0.295344865686282,0.383,0.03,2.80971872958801e-49
"COX7A2",5.15887038444108e-54,1.10641995356063,1,0.911,3.19127721981526e-49
"FBLIM1",8.68388154980101e-54,0.289149857737487,0.346,0.023,5.3718491267069e-49
"IL18",1.09999471319385e-53,0.367075444890738,0.421,0.038,6.80456729581718e-49
